pid,email_21,messenger_21,blog_21,cloud_21,call_check_21,service_purchase_21,money_transfer_21,cradit_card_21,agency_purchase_21,machine_purchase_21,phone_owner_21,data_21,dmb_21,agency_21,voice_service_21,data_service_21,use_date_21,brand_21,age_21,school_21,marry_21,salary_21,job_21,religion_21,email_22,messenger_22,blog_22,cloud_22,call_check_22,service_purchase_22,money_transfer_22,cradit_card_22,agency_purchase_22,machine_purchase_22,phone_owner_22,data_22,dmb_22,agency_22,voice_service_22,data_service_22,use_date_22,brand_22,age_22,school_22,marry_22,salary_22,job_22,religion_22,email_23,messenger_23,blog_23,cloud_23,call_check_23,service_purchase_23,money_transfer_23,cradit_card_23,agency_purchase_23,machine_purchase_23,phone_owner_23,data_23,dmb_23,agency_23,voice_service_23,data_service_23,use_date_23,brand_23,age_23,school_23,marry_23,salary_23,job_23,religion_23
540002,2,2,2,2,2,7,2,2,30,0,1,2,1,2,2,1,24,1,7,2,2,1,2,2,2,2,2,2,2,1,2,2,30,0,4,3,1,2,2,2,15,1,7,2,2,1,2,2,2,1,2,2,1,6,2,2,50,10,1,4,2,3,1,2,2,1,7,2,2,1,2,2
540003,1,1,2,2,2,1,1,1,45,10,1,4,1,2,1,1,9,1,4,3,1,5,1,2,1,1,2,2,1,1,1,1,65,0,1,4,1,1,2,1,7,1,4,3,1,7,1,2,1,1,2,2,2,1,2,2,70,10,1,4,1,1,1,1,14,1,4,3,1,6,1,2
550001,2,2,2,2,2,7,2,2,35,0,1,2,1,2,1,2,24,1,8,1,4,4,1,2,2,1,2,2,2,7,2,2,40,0,4,3,1,2,2,2,12,1,8,1,3,1,2,2,2,1,2,2,2,7,2,2,56,16,1,4,2,1,2,1,12,1,8,1,3,1,2,2
550002,1,1,2,2,1,1,1,2,70,20,1,4,1,1,1,1,12,1,5,3,2,6,1,2,1,1,2,2,1,1,1,1,55,15,4,4,2,2,1,2,2,3,5,3,2,7,1,2,1,1,2,2,2,7,1,2,67,10,1,4,2,1,1,1,4,3,5,3,2,7,1,2
550003,1,1,2,2,1,1,2,2,68,18,1,4,2,3,1,2,12,3,4,3,2,7,1,2,2,1,2,2,1,7,2,2,40,5,4,4,1,2,1,2,2,1,4,3,2,1,2,1,1,1,2,2,1,7,1,1,70,13,1,4,2,2,1,1,5,1,5,3,2,6,1,2
560001,1,1,2,1,1,1,1,1,70,15,1,3,2,3,1,1,12,1,5,4,2,10,1,2,1,1,2,2,2,1,1,1,40,0,1,3,2,1,1,2,12,1,5,4,2,10,1,2,1,1,2,1,1,1,1,1,50,7,1,3,2,2,1,1,24,1,5,4,2,11,1,2
560002,1,1,2,2,1,6,1,1,60,15,1,4,2,2,1,1,9,1,5,3,2,1,2,2,1,1,2,2,2,6,1,1,60,0,4,3,2,1,1,2,26,1,5,3,2,1,2,2,1,1,2,2,1,1,1,1,60,8,1,4,2,2,1,1,7,1,5,3,2,6,1,2
570001,1,1,2,2,1,1,2,2,65,20,1,3,1,1,1,1,12,1,7,3,2,8,1,1,2,2,2,2,2,1,2,2,56,50,1,3,1,2,2,2,20,1,7,3,2,6,1,2,2,1,2,2,2,7,1,2,45,7,1,4,2,1,1,2,5,1,7,3,2,9,1,2
570002,1,1,2,2,1,1,2,2,70,15,1,3,1,1,1,1,14,1,7,3,2,5,1,1,2,2,2,2,1,1,2,2,50,0,1,3,1,2,1,2,16,1,7,3,2,5,1,2,2,1,2,2,2,7,2,2,50,10,1,4,2,2,1,2,3,1,7,3,2,6,1,2
580001,2,2,2,2,1,7,2,2,55,10,1,3,1,3,2,2,12,1,8,2,2,9,1,2,2,1,2,2,2,1,2,2,35,10,1,3,1,3,2,2,17,1,8,2,2,8,1,2,2,1,2,2,1,7,2,2,45,0,1,3,2,2,1,2,29,1,8,2,2,8,1,2
580002,2,1,2,2,1,1,2,2,50,10,1,3,1,3,1,2,12,1,8,2,2,1,2,2,2,1,2,2,2,1,2,2,35,0,4,3,1,3,2,2,18,1,8,2,2,1,2,2,2,1,2,2,2,7,2,2,40,0,1,3,1,2,1,2,30,1,8,2,2,1,2,2
590001,1,1,2,2,1,1,1,2,60,15,1,3,1,3,1,2,12,1,5,3,1,8,1,2,1,1,2,2,1,1,1,1,70,10,1,4,2,1,1,1,5,1,5,3,1,9,1,2,1,1,2,2,1,1,1,1,65,10,1,4,2,2,1,1,12,1,5,3,1,9,1,2
600002,2,1,2,2,1,1,2,2,70,10,1,3,1,2,1,1,18,1,6,2,2,5,1,2,2,1,2,2,2,7,2,2,65,0,4,3,1,3,2,2,3,1,7,2,2,1,2,1,2,1,2,2,2,1,2,2,65,15,1,4,1,1,1,1,15,1,7,2,2,1,2,2
600005,1,1,2,2,1,1,1,1,70,15,1,4,1,1,1,1,9,1,3,4,1,1,2,2,1,1,1,1,1,1,1,1,70,20,4,4,2,3,1,1,18,3,3,4,1,6,1,2,1,1,2,1,1,1,1,1,70,16,1,4,2,2,1,1,24,1,3,4,1,7,1,2
610001,1,1,2,2,1,1,1,1,65,20,1,4,1,1,1,1,9,1,4,4,1,8,1,2,1,1,2,2,1,7,1,1,70,12,1,4,2,2,1,1,18,1,4,4,1,7,1,2,1,1,2,2,1,1,2,2,50,10,1,4,2,1,1,1,3,1,4,4,1,7,1,2
620001,1,1,2,2,1,1,1,1,60,15,1,4,1,1,1,1,12,1,4,4,1,8,1,2,1,1,2,1,1,1,1,1,62,15,1,4,2,3,2,1,24,3,4,4,1,8,1,2,1,1,2,2,2,2,1,1,50,10,1,4,2,2,1,1,4,1,5,4,1,8,1,2
630001,1,1,2,1,1,1,2,2,65,15,1,4,1,1,2,2,6,1,5,4,2,10,1,2,1,1,2,2,1,7,1,1,70,9,1,4,1,1,1,1,8,1,5,4,2,9,1,2,1,1,2,2,2,1,1,1,85,8,1,4,1,1,1,1,15,1,5,4,2,9,1,1
630002,1,1,2,2,1,1,1,1,60,15,1,4,1,1,2,2,12,1,5,3,2,5,1,2,1,1,2,1,1,1,1,1,75,10,4,4,2,1,1,1,12,3,5,3,2,9,1,2,1,1,2,2,1,2,1,1,70,16,1,4,2,1,1,1,14,3,5,3,2,9,1,1
640001,1,1,2,2,2,7,1,2,60,15,1,3,1,2,1,2,14,1,6,3,2,8,1,2,1,1,2,2,1,1,1,2,60,0,4,3,2,1,1,2,19,1,6,3,2,8,1,2,2,1,2,2,2,1,1,2,50,12,1,4,2,3,1,1,5,1,7,3,2,8,1,2
650002,2,1,2,2,2,7,2,2,40,0,1,2,1,1,2,2,24,1,8,1,2,1,2,2,2,1,2,2,2,7,2,2,32,0,1,2,1,2,2,2,30,1,8,1,2,6,1,2,2,1,2,2,2,7,2,2,30,0,1,2,1,2,2,2,42,1,8,1,2,5,1,2
660001,1,1,2,2,2,1,2,2,32,0,1,3,2,3,2,2,46,1,6,3,2,11,1,2,1,1,2,2,1,7,1,1,32,10,1,4,1,3,1,2,38,1,7,3,2,11,1,1,1,1,2,2,2,2,1,1,47,0,1,4,1,3,1,1,48,1,7,3,2,11,1,1
660002,1,1,1,2,2,1,2,2,32,0,1,3,2,3,2,2,46,1,6,4,2,8,1,2,1,1,2,2,1,7,1,1,43,11,1,4,1,3,2,1,13,1,6,4,2,8,1,2,2,1,2,2,2,2,1,1,47,11,4,4,1,3,1,1,24,1,6,4,2,8,1,1
660004,1,1,2,2,2,1,2,1,67,39,1,4,2,2,1,1,5,1,3,4,1,7,1,2,1,1,2,2,1,1,1,1,45,21,1,3,2,2,1,2,12,3,3,4,1,7,1,1,1,1,2,2,2,2,1,1,49,21,1,3,1,3,1,1,24,2,4,4,1,1,2,1
670001,1,1,1,1,2,6,2,1,45,20,1,4,2,3,1,2,18,1,6,4,2,8,1,1,1,1,2,2,1,1,2,1,66,12,1,4,1,3,2,2,10,1,6,4,2,9,1,1,1,1,2,1,2,6,2,1,55,25,1,4,1,2,1,1,24,1,6,4,2,9,1,2
670002,1,1,2,2,2,1,2,2,43,0,1,4,2,1,1,2,21,1,6,4,2,1,2,1,1,1,2,2,1,1,1,1,59,10,1,4,1,3,1,2,18,2,6,4,2,1,2,1,2,1,2,2,2,2,1,1,47,25,4,4,1,2,1,1,28,1,6,4,2,1,2,2
680002,2,2,2,2,1,7,2,2,25,0,4,3,1,3,1,2,34,2,8,3,2,1,2,1,2,2,2,2,2,7,2,2,36,0,4,3,1,3,2,2,42,2,8,3,2,1,2,1,2,2,2,2,2,10,2,2,33,0,4,3,1,2,1,1,53,1,8,3,2,1,2,2
690001,1,1,2,2,1,1,2,2,33,0,1,3,1,3,2,2,41,2,6,5,2,10,1,1,1,1,2,2,1,1,1,1,36,0,1,3,1,2,1,2,42,1,6,5,2,10,1,1,1,1,2,2,2,2,1,1,45,20,1,3,1,1,1,1,9,1,6,5,2,11,1,2
690002,1,1,2,2,1,4,2,2,48,0,1,3,2,1,1,1,24,3,6,4,2,6,1,1,1,1,2,2,1,1,1,1,46,0,1,3,1,2,1,2,28,1,6,4,2,6,1,1,1,1,2,2,2,1,1,1,45,0,1,3,1,1,1,1,38,1,6,4,2,7,1,2
700001,1,1,2,2,2,1,2,2,28,0,1,3,2,1,2,2,38,1,7,4,2,10,1,1,1,1,1,2,1,1,2,2,55,18,1,4,2,1,1,1,10,1,7,4,2,13,1,1,2,1,2,2,2,6,2,1,47,25,1,4,1,3,1,1,22,2,7,4,2,11,1,2
700002,1,1,2,2,2,1,2,2,30,16,4,3,2,2,1,2,12,1,6,3,2,6,1,1,1,1,2,2,1,1,2,2,36,0,4,3,2,1,2,2,24,3,6,3,2,6,1,1,2,1,2,2,2,7,2,1,33,0,1,3,1,3,1,2,36,2,6,3,2,7,1,2
710001,1,1,1,1,2,6,2,1,44,20,1,4,2,3,1,2,14,1,6,4,2,10,1,1,1,1,1,2,2,1,2,1,55,0,1,4,2,1,1,1,26,1,6,4,2,11,1,2,1,1,2,2,2,2,1,1,80,0,1,4,1,1,1,1,38,1,6,4,2,11,1,2
710002,1,1,2,2,1,1,2,2,33,0,1,3,1,3,2,2,36,2,6,3,2,1,2,1,1,1,2,2,2,1,2,1,55,20,4,4,2,1,1,1,8,1,6,3,2,1,2,2,1,1,2,2,1,2,2,1,47,25,1,4,1,1,1,1,20,1,6,3,2,1,2,2
710003,1,1,2,2,1,1,2,2,35,12,4,3,2,1,1,2,16,3,3,4,1,1,2,1,1,1,1,2,1,1,1,1,28,0,1,3,2,1,2,2,28,3,3,4,1,5,1,2,1,1,1,2,1,1,1,1,49,0,1,3,1,1,1,1,40,1,3,4,1,6,1,2
720002,1,1,1,1,2,2,2,2,45,17,4,4,2,2,1,2,16,3,4,4,2,1,2,1,1,1,2,2,1,1,1,1,34,0,1,3,1,1,1,2,10,1,4,4,2,1,2,2,2,1,2,2,2,2,1,1,50,25,1,3,1,1,1,1,22,1,5,4,2,1,2,1
730002,1,1,2,2,2,6,2,2,35,0,4,3,2,1,1,2,44,1,6,4,2,7,1,1,1,1,1,2,2,2,2,2,55,23,4,4,2,2,1,1,5,1,6,4,2,6,1,1,1,1,2,2,2,2,1,1,55,25,1,4,1,2,1,1,17,1,6,4,2,7,1,1
730003,1,1,2,2,1,1,2,2,35,12,4,3,2,1,1,2,28,3,4,4,1,6,1,1,1,1,2,2,1,1,1,1,40,0,1,3,2,2,2,2,40,3,4,4,1,6,1,1,1,1,2,2,2,2,1,1,47,30,1,4,2,2,1,1,7,3,4,4,1,7,1,1
740001,2,1,2,2,2,1,2,2,69,24,1,3,2,1,1,2,9,3,6,4,2,11,1,2,1,1,1,2,2,1,1,1,43,22,1,3,2,1,2,2,21,1,6,4,2,11,1,1,1,1,2,1,2,7,1,1,40,25,1,3,1,2,1,1,33,1,6,4,2,11,1,2
740002,1,1,2,2,2,1,2,2,43,35,4,3,2,1,1,2,9,3,6,3,2,1,2,2,1,1,1,2,2,1,2,2,33,23,4,3,2,2,2,2,21,1,6,3,2,1,2,1,1,1,2,2,2,2,2,1,40,25,1,3,1,2,1,1,33,1,6,3,2,1,2,2
740004,1,1,2,2,2,1,1,2,89,0,1,4,2,1,1,1,12,1,3,4,1,6,1,2,1,1,1,2,1,1,1,1,45,0,1,4,2,2,1,1,24,1,3,4,1,6,1,1,1,1,2,2,2,2,1,1,69,0,1,4,1,2,1,1,36,1,3,4,1,7,1,2
750002,2,1,2,2,1,1,2,2,40,0,1,3,2,2,1,1,30,1,6,4,2,1,2,1,1,1,2,2,2,1,2,1,27,0,4,3,2,2,2,2,42,1,6,4,2,1,2,1,1,1,2,2,2,2,2,1,43,20,1,3,1,1,1,1,5,1,7,4,2,1,2,2
750003,1,1,1,2,2,1,1,1,69,33,1,3,2,2,1,1,16,3,4,4,1,7,1,1,1,1,1,2,1,5,1,1,39,0,1,3,2,2,1,1,28,3,4,4,1,7,1,1,1,1,2,2,2,2,1,1,69,0,1,3,2,1,1,1,40,3,4,4,1,7,1,2
750004,1,1,1,2,1,1,1,2,69,33,1,3,2,2,1,1,20,3,3,4,2,5,1,1,1,1,2,2,2,4,1,1,39,0,1,3,2,2,1,1,32,3,3,4,2,5,1,1,1,1,2,2,2,2,1,1,43,0,1,3,1,1,1,1,44,1,4,4,2,5,1,2
760002,1,1,2,2,1,2,2,2,33,0,4,3,2,2,2,2,41,1,6,3,2,6,1,1,1,1,2,1,1,7,1,1,36,11,1,4,1,1,2,2,12,1,6,3,2,6,1,2,1,1,2,2,2,2,1,1,55,25,1,4,1,2,1,1,24,1,6,3,2,7,1,2
810001,2,2,2,2,2,7,2,2,20,0,1,2,2,2,2,2,1,1,8,3,2,6,2,2,2,2,2,2,2,7,2,2,20,0,1,3,2,2,2,2,12,1,8,3,2,4,2,2,2,1,2,2,2,7,2,2,35,0,1,4,2,2,1,1,12,1,8,3,2,5,2,2
810002,2,1,2,2,1,7,2,2,20,0,1,2,2,2,2,2,18,1,7,3,2,3,1,1,2,1,2,2,2,6,2,2,20,0,1,3,2,2,2,2,30,1,7,3,2,3,1,1,2,1,2,2,2,7,2,2,37,0,1,4,2,2,1,1,30,1,7,3,2,3,1,1
810101,1,1,2,1,1,2,1,1,91,0,1,4,2,2,1,1,5,1,4,4,1,9,1,1,1,1,2,1,2,1,1,1,69,0,1,4,2,2,1,1,18,1,4,4,1,8,1,1,1,1,2,1,2,1,1,1,99,0,1,4,2,2,1,1,6,1,4,4,1,9,1,1
820001,1,1,2,1,2,2,1,2,45,15,1,3,1,1,1,1,6,1,6,4,2,12,1,1,1,1,2,1,2,2,1,2,35,0,1,3,1,1,1,1,6,1,6,4,2,14,1,2,1,1,2,1,2,2,2,2,35,0,1,3,1,1,1,1,16,1,6,4,2,14,1,2
820002,2,1,2,1,2,2,2,2,45,0,1,3,1,1,1,1,20,1,5,4,2,1,2,1,1,1,2,1,2,2,2,2,62,10,1,4,1,1,1,1,3,1,5,4,2,1,2,2,1,1,2,1,1,2,1,2,35,0,1,4,1,1,1,1,15,1,6,4,2,1,2,1
820003,1,1,2,1,1,2,2,2,52,0,1,3,1,1,1,1,19,1,2,4,1,1,2,1,1,1,2,1,2,2,1,2,62,10,1,4,1,1,1,1,2,1,3,4,1,1,2,2,1,1,2,1,1,2,1,2,42,10,4,4,1,1,1,1,6,1,3,3,1,1,2,2
820004,1,1,2,1,1,7,2,2,45,0,4,3,1,1,1,1,14,1,2,3,1,1,2,1,1,1,2,1,2,7,2,2,62,0,4,4,1,1,1,1,3,1,2,3,1,1,2,2,1,1,2,1,2,2,1,2,42,10,1,4,1,1,1,1,19,1,2,3,1,1,2,2
830001,1,1,2,1,2,2,2,2,89,20,1,4,1,1,1,1,6,1,6,4,2,12,1,1,1,1,2,1,2,1,1,1,62,15,1,4,1,1,1,1,17,1,6,4,2,13,1,1,1,1,2,1,2,1,1,1,52,0,1,4,2,1,1,1,29,1,6,4,2,14,1,2
830002,1,1,2,1,1,2,2,1,52,15,1,3,1,1,1,1,17,1,5,4,2,12,1,1,1,1,2,1,2,2,2,1,62,20,1,4,2,1,1,1,2,3,6,4,2,12,1,1,1,1,2,1,2,2,2,1,55,15,1,4,2,1,1,1,15,3,6,4,2,12,1,1
830003,1,1,2,1,1,2,2,1,52,0,4,3,1,1,1,1,16,1,3,4,1,1,2,1,1,1,2,1,2,2,1,1,62,15,1,4,1,1,1,1,3,1,3,4,1,5,1,1,1,1,2,1,2,1,1,1,69,10,1,4,1,1,1,1,15,1,3,4,2,7,1,1
830004,1,1,2,1,1,2,2,2,52,0,4,3,1,1,1,1,17,1,2,3,1,1,2,1,1,1,2,1,1,2,2,1,62,10,4,4,1,1,1,1,3,1,2,3,1,1,2,1,1,1,2,1,1,1,1,1,42,0,4,4,1,1,1,1,15,1,2,3,1,1,2,1
870001,1,1,2,1,2,2,1,2,45,0,1,3,1,2,1,1,17,1,6,4,2,11,1,2,1,1,2,1,2,7,1,2,69,0,1,3,1,2,1,1,29,1,7,4,2,8,1,2,1,1,2,1,2,2,1,2,44,10,1,4,1,2,1,1,5,1,7,4,2,8,1,1
870002,1,1,2,1,2,1,2,2,80,15,1,4,1,1,1,1,4,1,6,4,2,1,2,1,1,1,2,1,2,2,2,2,52,0,1,4,1,1,1,1,4,1,6,4,2,4,1,2,1,1,2,1,2,2,2,2,45,0,1,4,1,2,1,1,16,1,6,4,2,6,1,1
890001,1,1,2,1,2,2,2,1,45,0,1,3,1,2,1,1,32,1,6,4,2,16,1,2,1,1,2,1,2,1,2,1,45,0,1,3,1,2,1,1,48,1,7,4,2,14,1,2,1,1,2,1,2,1,2,1,80,20,1,4,1,2,1,1,6,1,7,4,2,16,1,2
890002,2,1,2,2,1,1,2,2,39,10,1,3,1,2,1,1,8,1,6,3,2,1,2,2,1,1,2,1,2,2,2,2,39,0,1,3,1,2,1,1,20,1,6,3,2,1,2,1,2,1,2,1,2,2,2,2,38,0,1,3,1,2,1,1,32,1,6,3,2,4,1,2
890003,1,1,2,1,1,2,2,2,39,15,1,3,1,2,1,1,8,6,3,4,1,7,1,2,1,1,2,1,2,1,2,2,39,0,1,3,1,2,1,1,20,1,3,4,1,7,1,2,1,1,2,1,2,1,2,2,39,0,4,4,1,2,1,1,3,1,3,4,1,2,2,2
890004,1,1,2,2,2,2,1,1,69,0,1,3,1,3,1,1,38,1,3,4,1,1,2,2,1,1,2,1,2,1,1,2,44,0,1,3,1,3,1,1,36,1,3,4,1,7,1,2,1,1,2,1,2,1,1,1,55,20,1,4,1,3,1,1,7,1,3,4,1,8,1,2
900001,2,1,2,1,2,2,1,2,45,10,1,2,1,2,1,1,14,1,6,3,2,5,1,1,1,1,2,1,2,2,1,2,45,0,1,3,1,2,1,1,26,1,6,3,2,6,1,1,1,1,2,1,2,7,1,2,69,15,1,4,1,2,1,1,4,1,7,3,2,5,1,2
900002,1,1,2,1,2,2,2,1,69,20,1,4,1,2,1,1,4,1,6,3,2,12,1,1,1,1,2,1,2,2,1,1,67,0,1,4,1,2,1,1,16,1,6,3,2,12,1,1,1,1,2,1,2,2,1,1,55,0,1,4,1,2,1,1,4,1,6,3,2,12,1,1
900003,1,1,2,1,2,2,2,2,45,0,1,4,1,2,1,1,20,1,4,4,1,7,1,1,1,1,2,1,2,2,2,1,69,0,1,4,1,2,1,1,32,1,4,4,1,9,1,1,1,1,2,1,2,2,1,1,69,15,1,4,2,2,1,1,2,3,4,4,1,8,1,2
900004,1,1,2,1,1,2,2,2,39,12,1,3,1,2,1,1,24,1,3,4,1,1,2,1,1,1,2,1,2,2,2,2,69,15,1,4,1,2,1,1,6,1,3,4,1,7,1,1,1,1,2,1,2,2,1,2,55,0,1,4,1,2,1,1,16,1,3,4,1,5,1,1
930001,1,1,2,2,2,7,2,2,48,15,1,4,1,2,1,2,4,1,8,3,2,8,1,2,1,1,2,2,2,7,2,2,48,15,1,4,1,2,1,1,14,1,8,3,2,9,1,2,1,1,2,2,2,1,2,2,50,0,1,4,1,2,1,1,26,1,8,3,2,9,1,2
930002,2,1,2,2,2,7,2,2,47,0,1,3,1,2,1,2,40,1,7,3,2,8,1,2,1,1,2,2,2,7,2,2,35,15,1,4,1,2,1,2,3,1,7,3,2,7,1,2,1,1,2,2,2,2,2,2,56,0,1,4,2,2,1,1,17,1,7,3,2,7,1,1
940001,1,1,2,2,2,1,2,2,24,17,1,3,2,1,1,2,7,1,6,4,2,7,1,1,1,1,2,2,1,1,2,1,75,14,4,4,1,1,1,1,20,1,6,4,2,7,1,1,1,1,2,2,2,1,2,1,41,0,1,4,2,2,1,1,35,1,6,4,2,8,1,2
970001,2,1,2,2,2,7,2,2,39,10,1,4,1,2,1,2,2,1,8,2,2,6,1,1,2,1,2,2,2,7,2,2,40,15,1,4,1,2,1,2,14,1,8,2,2,7,1,1,2,1,2,2,2,1,2,2,35,0,1,4,1,2,1,2,27,1,8,2,2,7,1,2
970002,2,1,2,2,2,7,2,2,35,0,4,3,1,2,1,2,19,1,8,1,2,1,2,1,2,1,2,2,2,7,2,2,30,0,4,3,1,2,1,2,51,1,8,1,2,1,2,1,2,1,2,2,2,2,2,2,35,0,4,4,1,2,1,1,8,1,8,1,2,1,2,2
980001,1,1,2,2,2,1,2,2,30,0,1,3,2,3,2,2,36,2,7,4,2,10,1,1,1,1,2,2,2,1,2,2,55,19,1,4,2,2,1,1,18,1,7,4,2,9,1,2,1,1,2,2,2,2,2,1,47,25,1,4,1,2,1,1,30,1,7,4,2,9,1,2
980002,1,1,2,2,1,6,2,2,55,0,4,4,2,1,1,1,9,1,7,3,2,6,1,1,1,1,2,2,2,1,2,2,50,20,4,3,2,1,1,2,24,1,7,3,2,6,1,1,2,1,2,2,2,2,2,1,49,0,1,3,1,2,1,1,36,1,7,3,2,7,1,2
980003,1,1,1,2,2,1,2,1,55,0,4,4,2,1,1,1,12,1,4,4,2,6,1,1,1,1,2,2,2,2,1,1,55,18,4,4,2,2,1,1,30,1,5,4,2,8,1,2,1,1,2,2,2,2,1,1,47,0,4,4,1,2,1,1,42,1,5,4,2,9,1,2
980004,1,1,1,2,2,2,2,2,55,22,4,4,2,1,1,1,20,1,5,4,2,8,1,1,1,1,1,2,2,1,1,2,45,18,1,4,2,2,1,1,6,1,5,4,2,14,1,1,1,1,1,1,2,2,1,1,47,30,1,4,1,2,1,1,18,1,5,4,2,12,1,2
1000001,1,1,2,2,2,1,2,2,49,0,1,2,2,1,1,2,38,3,5,4,2,8,1,1,1,1,2,2,1,7,1,1,55,11,1,3,1,1,1,2,39,1,5,4,2,8,1,1,1,1,2,2,2,7,1,1,43,0,1,3,1,1,1,1,51,1,5,4,2,9,1,2
1000002,1,1,2,2,2,1,2,2,50,26,1,3,2,1,1,2,15,3,5,4,2,6,1,1,1,1,2,2,1,1,1,1,43,13,1,4,1,2,1,2,18,1,5,4,2,7,1,1,1,1,2,2,2,2,1,1,43,25,1,4,2,1,1,1,30,1,5,4,2,7,1,2
1010002,1,1,1,2,2,2,1,2,39,0,1,4,2,2,1,1,26,1,5,4,2,6,1,1,1,1,2,2,1,1,1,1,40,0,1,3,1,2,2,2,41,1,5,4,2,6,1,1,1,1,2,2,1,2,1,1,49,25,1,4,2,2,1,1,6,1,5,4,2,7,1,1
1010003,1,1,1,2,2,2,2,2,27,0,4,3,2,2,1,1,26,3,2,2,1,1,2,1,1,1,2,2,1,1,2,2,38,0,4,3,1,2,2,2,41,1,2,3,1,1,2,1,2,1,2,2,2,7,2,2,33,20,4,3,1,2,1,1,9,1,2,3,1,1,2,2
1010004,1,1,2,2,2, , , ,20,0,4,3,2,2,2,2,31,3,2,1,1,1,2,1,1,1,2,2,1,1,2,2,36,0,4,3,1,2,2,2,41,1,2,2,1,1,2,1,2,1,2,2,2,7,2,2,33,25,4,3,1,2,1,1,9,1,2,2,1,1,2,2
1020002,2,1,2,2,2,7,2,2,34,0,4,2,2,3,2,2,42,2,8,2,3,1,2,1,2,1,2,2,2,4,2,2,25,0,1,3,2,1,1,2,30,2,8,2,2,4,1,2,2,1,2,2,2,7,2,2,33,0,1,3,1,3,1,2,42,1,8,2,3,5,1,2
1030001,2,1,2,2,2,6,2,2,27,0,1,3,2,1,1,2,27,1,8,3,2,1,2,1,2,2,2,2,2,7,2,2,32,0,4,3,1,1,1,2,27,1,8,3,2,1,2,1,2,1,2,2,2,7,2,2,33,0,1,3,1,1,1,2,39,1,8,3,2,1,2,2
1030002,1,1,2,2,1,2,2,2,27,0,1,3,2,1,1,2,27,1,7,2,2,1,2,1,1,1,2,2,1,1,1,1,41,0,1,3,1,2,2,2,28,1,7,2,2,1,2,2,2,1,2,2,2,10,1,1,33,0,1,3,1,1,1,2,40,1,7,2,2,1,2,2
1040001,1,1,1,1,2,6,2,1,44,20,1,4,2,3,1,2,14,1,6,4,2,8,1,1,1,1,2,2,1,1,1,1,39,13,1,3,1,2,1,2,27,1,6,4,2,9,1,1,1,1,1,1,2,2,1,1,50,0,1,3,1,1,1,1,39,1,6,4,2,10,1,2
1040002,1,1,1,1,2,6,2,1,44,20,1,4,2,3,1,2,6,1,6,4,2,4,1,1,1,1,2,2,1,1,1,1,52,12,1,4,1,2,1,2,19,1,6,4,2,4,1,1,1,1,2,2,2,2,1,1,43,25,1,4,1,1,1,1,31,1,6,4,2,5,1,2
1040003,1,1,2,2,1,2,2,1,44,21,4,4,2,2,1,1,4,1,3,4,1,7,1,1,1,1,1,2,1,1,1,1,48,0,1,4,2,2,1,1,17,3,3,4,1,7,1,1,1,1,2,2,2,2,1,1,50,25,1,4,1,1,1,1,29,1,3,4,1,7,1,1
1060001,1,1,2,2,2,7,2,2,65,18,1,4,1,1,1,1,4,1,6,4,2,12,1,2,1,1,2,2,2,1,1,1,65,12,1,4,1,1,1,1,14,1,6,4,2,10,1,2,1,1,2,2,2,1,1,1,65,18,1,4,2,1,1,1,26,1,6,4,2,11,1,2
1060002,1,1,2,2,2,7,2,2,48,0,4,3,1,1,1,2,39,1,6,4,2,1,2,2,1,1,2,2,2,2,1,1,55,15,4,4,2,1,1,1,3,3,6,4,2,1,2,2,1,1,2,1,2,1,1,1,55,15,1,4,2,1,1,1,15,3,6,4,2,1,2,2
1070001,1,1,2,2,2,1,2,2,46,0,1,3,1,1,1,2,33,1,6,4,2,8,1,1,1,1,2,2,2,1,1,1,55,15,1,4,1,1,1,1,4,1,6,4,2,9,1,1,1,1,2,2,2,1,1,1,55,15,1,4,2,1,1,1,16,1,6,4,2,10,1,1
1070002,1,1,2,2,2,6,1,1,42,0,1,3,1,1,1,2,38,1,5,4,2,9,1,1,1,1,2,2,2,1,1,1,38,0,1,3,1,1,1,2,48,1,5,4,2,8,1,1,1,1,2,2,2,1,1,1,55,15,1,4,1,1,1,1,6,1,5,4,2,9,1,1
1080002,2,2,2,2,2,7,2,2,42,0,4,3,1,3,2,2,16,1,8,1,2,4,1,2,2,2,2,2,2,7,2,2,42,0,4,3,1,3,1,2,26,1,8,1,3,4,1,2,2,1,2,2,2,7,2,2,25,4,1,3,2,3,1,1,41,2,8,1,2,4,1,1
1090001,1,1,2,2,2,7,2,2,59,0,1,3,1,1,1,2,39,1,5,4,2,7,1,2,1,1,2,2,1,1,1,1,69,21,1,4,1,1,1,1,5,1,6,4,2,10,1,2,1,1,2,2,2,1,1,1,69,21,1,4,2,1,1,2,17,1,6,4,2,11,1,2
1090002,1,1,2,2,2,2,1,1,39,0,1,3,1,1,1,2,34,2,5,4,2,1,2,2,1,1,2,2,1,5,1,1,39,0,4,3,1,1,2,2,46,2,6,4,2,1,2,2,1,1,2,2,2,2,1,1,37,30,1,4,2,1,1,2,10,3,6,4,2,1,2,2
1100001,1,1,2,2,2,2,2,1,69,0,1,3,1,1,1,2,45,2,6,4,1,7,1,2,1,1,2,2,1,7,2,1,69,0,1,3,1,1,1,1,57,2,6,4,1,7,1,2,1,1,2,2,2,5,2,1,42,0,4,3,1,1,1,2,67,1,6,4,2,10,1,2
